OTUID	Mean	Taxonomy
OTU_5086	0	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia_acanthamoebae
OTU_5087	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anoxybacter;s__Anoxybacter_fermentans
OTU_5088	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Sphingopyxis_indica
OTU_5089	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Ohtaekwangia;s__Ohtaekwangia_kribbensis
OTU_5090	0	k__Bacteria;p__Parcubacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Parcubacteria_genera_incertae_sedis;s__Campylobacter_coli
OTU_5092	0	k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatena;s__Ardenticatena_maritima
OTU_5093	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Lactobacillales;f__Desulfuromonadaceae;g__Desulfuromusa;s__Desulfuromusa_bakii
OTU_5095	0	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydophila_psittaci
OTU_5096	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Gp7;s__Desulfoglaeba_alkanexedens
OTU_5097	0.001	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Singulisphaera;s__Aquisphaera_giovannonii
OTU_5098	0.002	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatena;s__Ardenticatena_maritima
OTU_5099	0	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea_aerophila
OTU_5100	0	k__Bacteria;p__Verrucomicrobia;c__Subdivision3;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Subdivision3_genera_incertae_sedis;s__Prosthecobacter_vanneervenii
OTU_5101	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Acidimicrobineae_incertae_sedis;g__Aciditerrimonas;s__Aciditerrimonas_ferrireducens
OTU_5102	0.004	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Sinosporangium;s__Sinosporangium_siamense
OTU_5103	0.001	k__Bacteria;p__Acidobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Gp10;s__Desulfatiglans_parachlorophenolica
OTU_5105	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Roseibacillus;s__Roseibacillus_ishigakijimensis
OTU_5106	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Selenomonadales;f__Veillonellaceae;g__BRC1_genera_incertae_sedis;s__Megamonas_hypermegale
OTU_5109	0.013	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__Rhodoplanes_roseus
OTU_5110	0	k__Bacteria;p__Proteobacteria;c__Clostridia;o__Clostridiales;f__Desulfobacteraceae;g__Candidatus_Endomicrobium;s__Atopobium_fossor
OTU_5111	0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Parcubacteria_genera_incertae_sedis;s__Campylobacter_hyointestinalis_subsp._lawsonii
OTU_5113	0	k__Bacteria;p__Verrucomicrobia;c__Subdivision3;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Subdivision3_genera_incertae_sedis;s__Luteolibacter_algae
OTU_5115	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__Haliangium_tepidum
OTU_5116	0	k__Bacteria;p__Proteobacteria;c__Acidobacteria_Gp10;o__Xanthomonadales;f__Xanthomonadaceae;g__Gp10;s__Rhodanobacter_umsongensis
OTU_5117	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Thauera;s__Thauera_butanivorans
OTU_5118	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Taonella;s__Taonella_mepensis
OTU_5120	0	k__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus;s__Oligoflexus_tunisiensis
OTU_5121	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Coriobacteriaceae;g__Gordonibacter;s__Gordonibacter_urolithinfaciens
OTU_5122	0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__Actinomycetales;f__Family_XIII;g__GpXIII;s__Prochlorothrix_hollandica
OTU_5124	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Clostridiales;f__Clostridiaceae_1;g__Lactobacillus;s__Cystobacter_badius
OTU_5125	0	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_carboxidum
OTU_5127	0	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Litorilinea;s__Litorilinea_aerophila
OTU_5128	0	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydophila_psittaci
OTU_5129	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Phycisphaera;s__Phycisphaera_mikurensis
OTU_5130	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__Desulfuromonas_carbonis
OTU_5131	0	k__Bacteria;p__Proteobacteria;c__Bacilli;o__Clostridiales;f__Rhodospirillaceae;g__Parcubacteria_genera_incertae_sedis;s__Ectothiorhodospira_variabilis
OTU_5132	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_5133	0	k__Bacteria;p__Parcubacteria;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parcubacteria_genera_incertae_sedis;s__Cnuella_takakiae
OTU_5134	0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Parcubacteria_genera_incertae_sedis;s__Helicobacter_hepaticus
OTU_5135	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium_hawassense
OTU_5136	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deltaproteobacteria_incertae_sedis;f__Syntrophaceae;g__Dissulfuribacter;s__Dissulfuribacter_thermophilus
OTU_5137	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp22;o__Actinomycetales;f__Mycobacteriaceae;g__Gp22;s__Mycobacterium_thermoresistibile
OTU_5139	0.001	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Rubinisphaera;s__Rubinisphaera_brasiliensis
OTU_5140	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter_segnis
OTU_5142	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium_lituiforme
OTU_5143	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Rhodospirillaceae;g__Corallococcus;s__Corallococcus_coralloides
OTU_5144	0	k__Bacteria;p__Armatimonadetes;g__Armatimonadetes_gp5
OTU_5145	0.001	k__Bacteria;p__Proteobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__Solirubrobacter_taibaiensis
OTU_5146	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__Pirellula_staleyi
OTU_5148	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;o__Bacillales;f__Bacillaceae_1;g__Gp7;s__Bacillus_panaciterrae
OTU_5150	0.001	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter;s__Ktedonobacter_racemifer
OTU_5152	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Roseiflexus;s__Roseiflexus_castenholzii
OTU_5153	0.001	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Coprobacter_fastidiosus
OTU_5157	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Cellvibrio;s__Cellvibrio_gandavensis
OTU_5158	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__Hippea;s__Hippea_maritima
OTU_5159	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae_1;g__Marininema;s__Marininema_mesophilum
OTU_5163	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter_bemidjiensis
OTU_5164	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Caulobacter;s__Caulobacter_segnis
OTU_5165	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_pfennigii
OTU_5166	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Roseiflexus_castenholzii
OTU_5167	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_changbaiensis
OTU_5168	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium_dankookense
OTU_5169	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Coxiellaceae;g__Coxiella;s__Coxiella_burnetii
OTU_5170	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Nitrospinaceae;g__Gp22;s__Desulfuromusa_ferrireducens
OTU_5171	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__Elusimicrobium_minutum
OTU_5172	0.001	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Exilispira_thermophila
OTU_5173	0	k__Bacteria;p__Parcubacteria;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Parcubacteria_genera_incertae_sedis;s__Oceanithermus_profundus
OTU_5174	0	k__Bacteria;p__Proteobacteria;c__Actinobacteria;o__Actinomycetales;f__Aquificales_incertae_sedis;g__Thermosulfidibacter;s__Thermosulfidibacter_takaii
OTU_5175	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus;s__Oligoflexus_tunisiensis
OTU_5177	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Thermolithobacter;s__Thermolithobacter_ferrireducens
OTU_5178	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Desulfosporosinus;s__Desulfosporosinus_lacus
OTU_5179	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;o__Rubrobacterales;f__Rubrobacteraceae;g__Gp3;s__Bryobacter_aggregatus
OTU_5181	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Actinomycetales;f__Cystobacteraceae;g__Armatimonadetes_gp4;s__Labilithrix_luteola
OTU_5182	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella_massiliensis
OTU_5183	0.002	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes_octamycinicus
OTU_5185	0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;f__Family_XII;g__GpXII;s__Halospirulina_tapeticola
OTU_5186	0	k__Bacteria;p__candidate_division_WPS-1;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__WPS-1_genera_incertae_sedis;s__Tepidisphaera_mucosa
OTU_5187	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconacetobacter;s__Kozakia_baliensis
OTU_5188	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Pseudochrobactrum;s__Pseudochrobactrum_saccharolyticum
OTU_5189	0.001	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Thermosporotrichaceae;g__Thermosporothrix;s__Thermosporothrix_hazakensis
OTU_5190	0.005	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudobacteroides;s__Bacteroides_cellulosolvens
OTU_5191	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Oceanibacterium;s__Oceanibacterium_hippocampi
OTU_5192	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Geminicoccus;s__Geminicoccus_roseus
OTU_5193	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_wolinii
OTU_5194	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Lawsonia;s__Lawsonia_intracellularis
OTU_5195	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Dongia_rigui
OTU_5197	0.002	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter;s__Gracilibacter_thermotolerans
OTU_5198	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus;s__Paenibacillus_agaridevorans
OTU_5199	0.001	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_2;g__Halobacillus;s__Salimicrobium_halophilum
OTU_5200	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Spirochaetales;f__Neisseriaceae;g__Parcubacteria_genera_incertae_sedis;s__Neisseria_zoodegmatis
OTU_5206	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Lutispora;s__Lutispora_thermophila
OTU_5209	0	k__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Armatimonadetes_gp5;s__Fimbriimonas_ginsengisoli
OTU_5210	0	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae;g__Sphaerobacter;s__Sphaerobacter_thermophilus
OTU_5213	0	k__Bacteria;p__Verrucomicrobia;c__Subdivision3;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Subdivision3_genera_incertae_sedis;s__Desulfovibrio_aespoeensis
OTU_5215	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__Haliangium_tepidum
OTU_5216	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Telmatocola;s__Telmatocola_sphagniphila
OTU_5217	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XVIII;g__Symbiobacterium;s__Symbiobacterium_ostreiconchae
OTU_5218	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfoglaeba;s__Desulfoglaeba_alkanexedens
OTU_5219	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Mesorhizobium;s__Mesorhizobium_hawassense
OTU_5221	0	k__Bacteria;p__Acidobacteria;c__Endomicrobia;o__Selenomonadales;f__Veillonellaceae;g__Candidatus_Endomicrobium;s__Anaeromusa_acidaminophila
OTU_5222	0	k__Bacteria;p__Latescibacteria;c__Deltaproteobacteria;o__Lactobacillales;f__Lactobacillaceae;g__Latescibacteria_genera_incertae_sedis;s__Catellicoccus_marimammalium
OTU_5223	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bromii
OTU_5224	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Rhodopila;s__Rhodopila_globiformis
OTU_5225	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Lacibacterium;s__Lacibacterium_aquatile
OTU_5226	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidiphilium;s__Acidiphilium_multivorum
OTU_5227	0	k__Bacteria;p__Parcubacteria;c__Deltaproteobacteria;o__Myxococcales;f__Acetobacteraceae;g__Parcubacteria_genera_incertae_sedis;s__Nannocystis_exedens
OTU_5228	0.001	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_roseum
OTU_5229	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Brevinemataceae;g__Brevinema;s__Brevinema_andersonii
OTU_5230	0	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia_acanthamoebae
OTU_5232	0	k__Bacteria;p__Parcubacteria;c__Acidobacteria_Gp2;o__Flavobacteriales;f__Geobacteraceae;g__Parcubacteria_genera_incertae_sedis;s__Dehalogenimonas_lykanthroporepellens
OTU_5233	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter;s__Ktedonobacter_racemifer
OTU_5234	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp18;g__Gp18
OTU_5235	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thioprofundum;s__Thioprofundum_hispidum
OTU_5236	0	k__Bacteria;p__Proteobacteria;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Phycisphaera;s__Phycisphaera_mikurensis
OTU_5237	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfonatronobacter;s__Desulfonatronobacter_acidivorans
OTU_5238	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia_chaffeensis
OTU_5240	0.001	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azospira;s__Azospira_restricta
OTU_5241	0	k__Bacteria;p__Proteobacteria;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Melioribacter;s__Melioribacter_roseus
OTU_5242	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;o__Holophagales;f__Holophagaceae;g__Gp3;s__Bryobacter_aggregatus
OTU_5243	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Sphingobacteriaceae;g__Pedobacter;s__Owenweeksia_hongkongensis
OTU_5244	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Gaiella_occulta
OTU_5245	0.003	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_boryungensis
OTU_5246	0	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_carboxidum
OTU_5248	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Telmatocola;s__Telmatocola_sphagniphila
OTU_5249	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Parcubacteria_genera_incertae_sedis;s__Dyella_ginsengisoli
OTU_5250	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_piger
OTU_5251	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Caldilineales;f__Caldilineaceae;g__Litorilinea;s__Litorilinea_aerophila
OTU_5252	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Clostridiales;f__Nannocystaceae;g__Nannocystis;s__Nannocystis_exedens
OTU_5253	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dictyoglomaceae;g__Dictyoglomus;s__Dictyoglomus_turgidum
OTU_5254	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromusa;s__Desulfuromusa_bakii
OTU_5255	0.001	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus;s__Paenibacillus_granivorans
OTU_5256	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas;s__Dechloromonas_hortensis
OTU_5257	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__Desulfoglaeba_alkanexedens
OTU_5258	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Vitreoscilla;s__Vitreoscilla_stercoraria
OTU_5260	0	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Solirubrobacterales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi
OTU_5261	0.001	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Litorilinea;s__Litorilinea_aerophila
OTU_5263	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae;g__Haliscomenobacter;s__Haliscomenobacter_hydrossis
OTU_5264	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Camelimonas;s__Camelimonas_lactis
OTU_5265	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__Desulfuromonas_svalbardensis
OTU_5266	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_wolinii
OTU_5267	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Zavarzinella;s__Zavarzinella_formosa
OTU_5268	0	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Melioribacter;s__Melioribacter_roseus
OTU_5269	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacterium;s__Desulfobacterium_indolicum
OTU_5270	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__Mucinivorans_hirudinis
OTU_5271	0.001	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Melioribacter;s__Melioribacter_roseus
OTU_5273	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__Tepidisphaera;s__Tepidisphaera_mucosa
OTU_5274	0	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi
OTU_5275	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Beggiatoa;s__Beggiatoa_alba
OTU_5277	0	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalogenimonas;s__Dehalogenimonas_alkenigignens
OTU_5278	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
OTU_5279	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa;s__Marvinbryantia_formatexigens
OTU_5280	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae;g__Desulfocarbo;s__Desulfocarbo_indianensis
OTU_5282	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gp7;s__Isosphaera_pallida
OTU_5284	0.001	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus;s__Paenibacillus_ginsengarvi
OTU_5285	0	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea_tarbellica
OTU_5287	0	k__Bacteria;p__Proteobacteria;c__Deinococci;o__Thermales;f__Thermaceae;g__Saccharibacteria_genera_incertae_sedis;s__Meiothermus_terrae
OTU_5288	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Reyranella;s__Reyranella_graminifolii
OTU_5290	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Thermosporotrichaceae;g__Thermosporothrix;s__Thermosporothrix_hazakensis
