Supplementary Table 6b: Differential abundance of OTUs between indica and japonica in Field II.														
OTUID	logFC	logCPM	P value	FDR	level	Phylum	Class	Order	Family	Genus	Indica	Japonica	Indica_Soil	Japonica_Soil
OTU_248	0.312	13.418	0.100624659	0.161084013	NotSig	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XII	Fusibacter	0.096	0.077	Enriched	Enriched
OTU_25	-1.342	16.294	7.97363E-10	2.40924E-08	Depleted	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	0.542	1.373	Enriched	Enriched
OTU_2503	0.661	14.086	0.072975884	0.121946542	NotSig	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XII	Acidaminobacter	0.165	0.104	Enriched	Enriched
OTU_254	0.316	12.397	0.273119085	0.372969073	NotSig	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	0.057	0.046	Enriched	Enriched
OTU_256	0.256	8.898	0.732779248	0.806904317	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces	0.008	0.006	NotSig	Enriched
OTU_2568	-0.232	14.892	0.014357748	0.030390566	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	0.057	0.067	Enriched	Enriched
OTU_257	-0.155	11.429	0.77885919	0.845701997	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	0.056	0.063	Depleted	Depleted
OTU_26	1.009	14.683	2.40661E-05	0.000104195	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	0.358	0.178	Enriched	NotSig
OTU_261	1.389	12.823	2.6383E-06	1.57061E-05	Enriched	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	0.066	0.025	Enriched	NotSig
OTU_262	0.124	14.296	0.157014595	0.23277261	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.081	0.075	Enriched	Enriched
OTU_263	-0.047	13.923	0.062542343	0.106854854	NotSig	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.064	0.066	Enriched	NotSig
OTU_264	0.334	12.823	0.015627009	0.032713683	NotSig	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	0.136	0.108	Enriched	Enriched
OTU_267	0.547	12.822	0.031305079	0.057342477	NotSig	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	0.085	0.058	Enriched	Enriched
OTU_27	-1.663	16.946	0.018881241	0.036891041	NotSig	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cedecea	0.16	0.507	Enriched	Enriched
OTU_274	-0.405	12.236	0.661389238	0.754458981	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Ancalomicrobium	0.025	0.033	Enriched	Enriched
OTU_275	0.275	13.068	0.001373236	0.00376405	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinomadura	0.204	0.169	Depleted	Depleted
OTU_28	0.159	15.5	0.862866615	0.905653389	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.087	0.078	Enriched	Enriched
OTU_281	-2.767	15.954	0.990283217	0.990283217	NotSig	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	0.028	0.193	Enriched	Enriched
OTU_2811	-0.167	12.755	0.58418803	0.678584267	NotSig	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0.05	0.057	NotSig	Enriched
OTU_282	0.978	12.155	0.003127971	0.007495326	Enriched	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.026	0.013	Enriched	Enriched
OTU_283	0.143	10.341	0.021916854	0.04217334	NotSig	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.036	0.033	Depleted	Depleted
OTU_284	0.187	11.634	0.050093791	0.086753337	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	0.022	0.019	Enriched	NotSig
OTU_286	0.178	13.08	0.716350826	0.793915212	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.063	0.056	Enriched	Enriched
OTU_288	0.596	10.835	5.78608E-06	3.14928E-05	Enriched	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	0.052	0.034	Depleted	Depleted
OTU_289	0.325	14.06	0.145706622	0.217702835	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	0.085	0.068	Depleted	Depleted
OTU_29	1.126	16.601	1.00677E-09	2.55719E-08	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Mobilicoccus	1.169	0.535	Enriched	Enriched
OTU_293	0.72	15.156	0.687202588	0.774627769	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	0.097	0.059	Enriched	Enriched
OTU_296	0.544	14.68	0.916308301	0.939247191	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionicimonas	0.047	0.032	Enriched	Enriched
OTU_297	0.253	13.031	0.005701274	0.012702838	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	0.262	0.22	Depleted	Depleted
OTU_298	0.853	12.238	0.016632346	0.033836621	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.027	0.015	Enriched	Enriched
OTU_3	-0.619	18.395	1.7822E-07	1.47613E-06	Depleted	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	7.345	11.283	Enriched	Enriched
OTU_30	0.647	14.646	0.000442577	0.001416989	Enriched	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Georgfuchsia	0.528	0.337	Enriched	Enriched
OTU_301	-0.259	12.339	0.056764143	0.097860356	NotSig	Proteobacteria	Planctomycetia	Planctomycetales	Planctomycetaceae	Desulfovibrio	0.073	0.087	Enriched	Enriched
OTU_303	0.471	10.424	7.66304E-05	0.000300992	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0.037	0.026	Depleted	Depleted
OTU_305	0.017	11.586	0.636482562	0.730421253	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium	0.023	0.023	Enriched	Enriched
OTU_307	1.247	8.641	0.964989353	0.975227967	NotSig	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	0.001	0	Enriched	Enriched
OTU_31	1.056	15.435	0.404346466	0.516966455	NotSig	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Chloroplast	Streptophyta	0.06	0.029	Enriched	Enriched
OTU_310	0.549	10.412	8.39067E-05	0.000326209	Enriched	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	0.03	0.021	Depleted	Depleted
OTU_311	0.661	12.936	0.107723812	0.169598233	NotSig	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Psychrosinus	0.043	0.027	Enriched	NotSig
OTU_315	0.174	12.282	0.130094391	0.19669033	NotSig	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	0.055	0.048	NotSig	NotSig
OTU_316	0.961	12.61	1.20315E-14	4.58402E-12	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0.151	0.078	Enriched	NotSig
OTU_319	-0.053	12.303	0.279260534	0.379993798	NotSig	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	0.049	0.05	Depleted	Depleted
OTU_32	0.125	14.605	0.291222953	0.392070477	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	0.123	0.113	Enriched	NotSig
OTU_321	0.439	10.253	0.000252715	0.000837256	Enriched	Proteobacteria	Deltaproteobacteria	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.033	0.025	Depleted	Depleted
OTU_3226	-1.16	14.168	0.016023489	0.033360379	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.042	0.094	Enriched	Enriched
OTU_323	0.013	11.129	0.120724413	0.185887142	NotSig	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0.031	0.031	Depleted	Depleted
OTU_3260	0.309	9.772	0.020162243	0.038993982	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0.02	0.016	Depleted	Depleted
OTU_329	0.554	11.355	0.00021791	0.000741283	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0.049	0.034	NotSig	Depleted
OTU_33	0.032	13.83	0.889616818	0.923553154	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.291	0.285	Enriched	Enriched
OTU_330	0.968	13.823	0.870705978	0.907521205	NotSig	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.033	0.017	Depleted	Depleted
OTU_331	-0.153	12.237	0.894078084	0.925662364	NotSig	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unassigned	Rhizomicrobium	0.061	0.068	Depleted	Depleted
OTU_335	-0.012	12.364	0.14128979	0.211934685	NotSig	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	0.063	0.064	Depleted	Depleted
OTU_3395	0.225	14.001	0.53727944	0.643721593	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodospirillaceae	Novispirillum	0.1	0.085	Enriched	Enriched
OTU_34	-0.34	15.169	0.241991199	0.338965613	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	0.473	0.599	NotSig	NotSig
OTU_340	0.9	10.926	1.88744E-09	3.42436E-08	Enriched	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	0.038	0.02	Depleted	Depleted
OTU_341	0.202	10.2	0.092577789	0.150094202	NotSig	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.027	0.023	Depleted	Depleted
OTU_3464	0.589	11.85	0.000131749	0.000487345	Enriched	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	0.068	0.045	Enriched	Enriched
OTU_348	1.703	13.728	0.002730525	0.006755389	Enriched	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	0.049	0.015	NotSig	NotSig
OTU_35	-0.045	12.536	0.578709429	0.676344456	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	0.061	0.063	Enriched	Enriched
OTU_350	0.482	12.668	7.90862E-08	7.72611E-07	Enriched	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	0.231	0.166	Depleted	Depleted
OTU_352	0.212	12.335	0.005786441	0.012799053	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Jatrophihabitans	0.176	0.152	Depleted	Depleted
OTU_354	0.228	11.362	0.00121335	0.003513381	NotSig	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	0.064	0.055	Depleted	Depleted
OTU_3540	-0.38	10.941	0.486701344	0.598171652	NotSig	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	0.004	0.005	Enriched	NotSig
OTU_356	0.491	11.529	9.14205E-07	6.33295E-06	Enriched	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	0.087	0.062	Depleted	Depleted
OTU_36	1.063	12.236	0.227350234	0.323210594	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Tepidimonas	0.01	0.005	Enriched	Enriched
OTU_365	0.483	12.878	0.000236605	0.000797758	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	0.063	0.045	NotSig	Depleted
OTU_366	0.194	10.865	0.023961266	0.045419866	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha	0.053	0.046	Depleted	Depleted
OTU_3692	-0.944	15.942	0.493732557	0.604862071	NotSig	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	0.25	0.481	Enriched	Enriched
OTU_37	0.986	13.005	4.39341E-13	5.57963E-11	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Geobacter	0.294	0.149	Enriched	NotSig
OTU_370	0.085	14.02	0.037517859	0.067109409	NotSig	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	0.032	0.03	NotSig	NotSig
OTU_374	0.504	10.785	3.77384E-05	0.000156286	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Rhodocyclaceae	Burkholderia	0.056	0.039	Depleted	Depleted
OTU_375	1.035	12.794	0.003003531	0.007288823	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alistipes	0.062	0.03	Enriched	Enriched
OTU_376	-0.358	15.353	0.124184766	0.190017654	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.124	0.159	Enriched	Enriched
OTU_378	0.549	12.847	0.000207106	0.000710877	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	0.195	0.133	Enriched	Enriched
OTU_38	0.678	12.764	0.524894676	0.632863517	NotSig	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.051	0.032	Enriched	Enriched
OTU_384	0.559	10.819	4.57784E-07	3.48832E-06	Enriched	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	0.052	0.036	Depleted	Depleted
OTU_385	0.026	12.315	0.286089541	0.387900765	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Intrasporangium	0.124	0.122	Depleted	Depleted
OTU_3854	-2.921	12.774	0.112175173	0.175158774	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0.002	0.015	Enriched	Enriched
OTU_386	0.778	13.154	1.1162E-12	1.06318E-10	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0.22	0.128	Depleted	Depleted
OTU_388	-0.335	14.676	0.294069561	0.394508813	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0.153	0.193	Enriched	Enriched
OTU_39	0.404	15.946	9.85772E-06	4.87765E-05	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Piscinibacter	2.135	1.613	Enriched	Enriched
OTU_390	-0.509	11.708	0.924802904	0.944637819	NotSig	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	0.012	0.017	NotSig	NotSig
OTU_392	0.423	11.326	0.000205785	0.000710877	Enriched	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Candidatus_Solibacter	0.049	0.037	Depleted	Depleted
OTU_393	0.382	9.698	0.091578486	0.14932163	NotSig	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	0.015	0.011	Depleted	Depleted
OTU_395	0.059	9.804	0.512853817	0.622284409	NotSig	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.015	0.015	Depleted	Depleted
OTU_396	0.696	11.127	2.05913E-10	1.12076E-08	Enriched	Proteobacteria	Deltaproteobacteria	Bacillales	Desulfuromonadaceae	Gemmatimonas	0.063	0.039	Depleted	Depleted
OTU_397	-0.152	13.562	0.677007695	0.767678368	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	0.05	0.056	NotSig	Depleted
OTU_399	1.411	7.147	0.271811989	0.372519309	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Empedobacter	0	0	NotSig	NotSig
OTU_4	-0.525	17.527	0.01822434	0.036163924	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	3.375	4.855	Enriched	Enriched
OTU_40	-0.015	16.839	0.156029209	0.232215347	NotSig	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	1.02	1.031	NotSig	Enriched
OTU_402	0.529	10.155	0.001288029	0.003604613	Enriched	Poribacteria	Actinobacteria	Caldilineales	Caldilineaceae	Poribacteria_genera_incertae_sedis	0.024	0.017	Depleted	Depleted
OTU_406	0.281	10.646	0.000385741	0.00125613	Enriched	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	0.041	0.033	Depleted	Depleted
OTU_41	-0.247	14.769	0.025513619	0.048122222	NotSig	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	0.379	0.45	Enriched	Enriched
OTU_410	0.341	12.208	0.000982698	0.002925063	Enriched	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Candidatus_Koribacter	0.132	0.104	Depleted	Depleted
OTU_412	0.219	12.679	0.784434392	0.849061089	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	0.101	0.087	Enriched	Enriched
OTU_418	0.258	11.998	0.129049195	0.195887424	NotSig	Proteobacteria	Spirochaetia	Spirochaetales	Leptospiraceae	Turneriella	0.079	0.066	Enriched	NotSig
OTU_419	0.147	11.884	0.002792862	0.006865034	NotSig	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Cystobacter	0.037	0.034	Depleted	Depleted
OTU_42	0.583	15.342	0.002426334	0.006081798	Enriched	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Fusibacter	0.573	0.382	Enriched	NotSig
OTU_426	0.332	10.35	0.017982216	0.036038064	NotSig	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.019	0.015	Depleted	Depleted
OTU_427	0.632	12.603	0.036320259	0.065273673	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.067	0.043	Enriched	Enriched
OTU_43	-1.27	15.419	1.80746E-06	1.1671E-05	Depleted	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	0.182	0.439	Enriched	Enriched
OTU_4306	0.798	10.033	4.46002E-06	2.4627E-05	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Thiomonas	0.015	0.009	Depleted	Depleted
OTU_433	1.897	11.583	0.323745375	0.431283175	NotSig	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	0.007	0.002	NotSig	Enriched
OTU_4346	-0.368	14.708	0.028577754	0.052854972	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	0.138	0.178	Enriched	NotSig
OTU_4356	0.46	8.485	0.554177776	0.653689575	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinomadura	0.003	0.002	NotSig	Enriched
OTU_438	0.435	10.92	0.001230575	0.003525182	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.041	0.03	Depleted	Depleted
OTU_439	1.004	11.466	1.21999E-05	5.95919E-05	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0.042	0.021	Enriched	NotSig
OTU_440	0.553	11.537	6.40276E-07	4.76919E-06	Enriched	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Streptomyces	0.077	0.053	NotSig	Depleted
OTU_4414	-0.954	6.292	0.003042453	0.007336548	Depleted	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XII	Exiguobacterium	0	0	NotSig	Enriched
OTU_442	-0.309	13.397	0.475585801	0.590222117	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.048	0.06	Enriched	Enriched
OTU_448	-0.198	11.895	0.85267863	0.899918443	NotSig	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azonexus	0.046	0.052	Enriched	Enriched
OTU_45	0.492	14.001	0.008128729	0.017799113	Enriched	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptonema	0.274	0.194	Enriched	Enriched
OTU_453	1.44	10.969	0.267459043	0.369209766	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Cellulosimicrobium	0.005	0.002	Enriched	NotSig
OTU_46	0.088	14.964	0.262715614	0.363980542	NotSig	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Pseudogulbenkiania	0.54	0.508	Enriched	Enriched
OTU_461	0.842	12.166	4.69967E-05	0.000190487	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacter	0.091	0.051	Enriched	NotSig
OTU_47	0.693	11.171	2.19423E-08	2.45883E-07	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0.056	0.034	Depleted	NotSig
OTU_477	0.446	9.594	0.014919723	0.031405605	NotSig	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Thermogemmatispora	0.012	0.009	Depleted	Depleted
OTU_479	0.197	11.041	0.269968097	0.371327961	NotSig	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	0.015	0.013	Enriched	NotSig
OTU_48	0.837	13.732	1.78399E-09	3.42436E-08	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	0.313	0.175	Enriched	Enriched
OTU_482	0.269	9.928	0.408638128	0.52013876	NotSig	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Thermomicrobiaceae	Thermomicrobium	0.012	0.01	Depleted	Depleted
OTU_484	0.426	9.112	0.004109048	0.009488166	Enriched	Proteobacteria	Deltaproteobacteria	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0.016	0.012	Depleted	Depleted
OTU_49	0.219	15.41	0.002299728	0.005925768	NotSig	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Gallionella	0.515	0.443	Enriched	Enriched
OTU_494	0.378	11.828	0.002952215	0.007210218	Enriched	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	0.084	0.065	NotSig	Depleted
OTU_496	0.667	13.599	1.83795E-06	1.1671E-05	Enriched	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilitalea	0.197	0.124	Enriched	NotSig
OTU_5	-1.124	17.631	0.091709348	0.14932163	NotSig	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XII	Exiguobacterium	0.797	1.737	Enriched	Enriched
OTU_50	-0.067	12.502	0.435573729	0.549629977	NotSig	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vogesella	0.052	0.055	Enriched	Enriched
OTU_501	0.083	14.187	0.032229858	0.058753952	NotSig	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0.086	0.081	Depleted	NotSig
OTU_506	0.54	10.167	1.25463E-05	6.02084E-05	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfuriferula	0.037	0.026	Depleted	Depleted
OTU_507	0.502	10.139	0.000191193	0.000674486	Enriched	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Thermomicrobiaceae	Thermomicrobium	0.031	0.022	Depleted	Depleted
OTU_51	-0.107	14.984	0.898550767	0.92777193	NotSig	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	0.227	0.245	Enriched	NotSig
OTU_512	0.55	10.987	1.38634E-06	9.26662E-06	Enriched	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella	0.067	0.046	Enriched	Enriched
OTU_52	-0.467	15.114	0.62995535	0.725114769	NotSig	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	0.182	0.251	Enriched	Enriched
OTU_525	0.418	11.693	2.73499E-06	1.57883E-05	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.106	0.079	Depleted	Depleted
OTU_527	1.579	12.142	0.397138007	0.509459868	NotSig	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	0.008	0.003	Enriched	Enriched
OTU_528	1.123	12.725	0.005811643	0.012799053	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0.03	0.014	Enriched	NotSig
OTU_529	0.353	10.905	0.00231742	0.005925768	Enriched	Chloroflexi	Deltaproteobacteria	Ardenticatenales	Ardenticatenaceae	Ardenticatena	0.037	0.029	Depleted	Depleted
OTU_53	0.008	11.767	0.802408421	0.862166607	NotSig	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XII	Exiguobacterium	0.016	0.016	Enriched	Enriched
OTU_5356	0.115	13.026	0.98191437	0.988429918	NotSig	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	0.049	0.045	NotSig	Depleted
OTU_54	0.761	9.749	0.671491019	0.763695756	NotSig	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0.004	0.002	Enriched	Enriched
OTU_540	0.431	10.973	1.26422E-05	6.02084E-05	Enriched	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	0.083	0.061	Depleted	Depleted
OTU_544	0.396	12.239	8.62124E-05	0.000331787	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.134	0.102	Depleted	Depleted
OTU_55	-1.756	16.692	0.002153236	0.005657814	Depleted	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.063	0.212	Enriched	Enriched
OTU_56	-0.488	13.4	0.005600638	0.012552017	Depleted	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	0.039	0.054	Enriched	Enriched
OTU_5629	0.339	12.005	0.000689106	0.002083724	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.108	0.086	Depleted	Depleted
OTU_569	0.939	13.638	0.016160588	0.033462956	NotSig	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vogesella	0.054	0.028	Enriched	Enriched
OTU_57	0.504	13.57	5.39562E-05	0.000216393	Enriched	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Rubrobacter	0.405	0.286	Depleted	Depleted
OTU_574	0.332	10.66	0.708630178	0.792176709	NotSig	Parcubacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Parcubacteria_genera_incertae_sedis	0.021	0.017	Enriched	NotSig
